Date,Country,Area,Activity,Injury,Fatal,Species
2013-10-26,Australia,Western Australia,Diving for crayfish,"No injury, swim fin shredded",N,White Shark
2013-10-26,Reunion,D��Tang-Sal�,Body boarding,Right leg severed,N,Bull Shark
2013-10-28,Australia,Western Australia,Snorkeling,Lacerations to right arm,N,Reef Shark
2013-10-31,Usa,Hawaii,Kiteboarding,Severe bite to right calf & anklel,N,Tiger Shark
2013-11-07,Usa,Florida,Surfing,Foot bitten,N,
2013-11-07,Usa,New Jersey,Body boarding,"No injury, swim fin bitten",N,
2013-11-10,Bahamas,,Shark fishing,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N,
2013-11-12,Australia,Western Australia,Surfing,"No injury, board bumped by shark",N,White Shark
2013-11-22,Usa,Oregon,Surfing,"No injury, board bitten",N,White Shark
2013-11-23,Australia,Western Australia,Surfing,FATAL,Y,White Shark
2013-11-30,Australia,New South Wales,Body boarding,FATAL,Y,Tiger Shark
2013-12-02,Usa,Hawaii,Kayaking / Fishing,FATAL,Y,
2013-12-05,Australia,New South Wales,Surfing,"Puncture wounds to hand, laceration to leg",N,Wobbegong Shark
2013-12-10,Usa,Florida,Surfing,Right foot bitten,N,
2013-12-11,Usa,Hawaii,Boogie boarding,Lacerations to right hand & knee,N,Tiger Shark
2013-12-13,Kiribati,740 Miles Se Of Tarawa Atoll,Attempting to remove fishing net from submerged object,Severe injury to arm,N,
2013-12-16,South Africa,Western Cape Province,Surfing,Injuries to left thigh,N,White Shark
2013-12-25,New Caledonia,North Province,Snorkeling,Leg bitten,N,Bull Shark
2014-01-04,Japan,Okinawa Prefecture,Sea disaster,5 cm bite to left foot,N,
2014-01-25,New Zealand,South Island,Spearfishing,Minor injury to left lower leg & heel,N,Gill Shark
2014-01-26,Australia,New South Wales,Fishing,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N,1M Shark
2014-02-07,New Zealand,South Island,Surfing,Lacerations to leg,N,Gill Shark
2014-02-07,Trinidad & Tobago,Trinidad,Fishing,Possibly a PROVOKED INCIDENT,N,
2014-02-08,Australia,South Australia,Spearfishing / Free diving,FATAL,Y,
2014-02-17,Papua New Guinea,,Sailing,"No injury to occupants, hull bitten",N,
2014-02-20,French Polynesia,Society Islands,Kitesurfing,Lacerations to lower leg,N,Reef Shark
2014-03-02,Usa,Florida,Surfing,Lacerations to toes,N,Spinner Shark
2014-03-12,Australia,New South Wales,Swimming,Minor lacerations to foot,N,Wobbegong Shark
2014-03-18,New Caledonia,Baie De Sainte-Marie,Kite Surfing,Lacerations to calf,N,
2014-03-18,Australia,New South Wales,,"Injuries to wrist/hand by a mackerel, not a shark",,No Shark
2014-03-18,Australia,Victoria,Surfing,Shark leapt onto surfboard; surfer uninjured ,N,
2014-03-21,Usa,Florida,Surfing,Lacerations to toes and heel of right foot,N,
2014-03-22,Usa,Florida,Kite Surfing,Lacerations to left forearm,N,
2014-03-22,South Africa,Eastern Cape Province,Swimming,FATAL,Y,
2014-03-29,Australia,Western Australia,Diving for lobsters,Shark bites may have been post mortem,,
2014-04-03,Australia,New South Wales,Swimming,FATAL,Y,White Shark
2014-04-04,Usa,Florida,Surfing,Lacerations to foot,N,
2014-04-04,Usa,Florida,Surfing,Minor puncture wounds to lower left leg,N,
2014-04-12,South Africa,Eastern Cape Province,Fishing,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,Raggedtooth Shark
2014-04-12,South Africa,,Shark watching,"No injury to occupants, shark bit pontoon",N,White Shark
2014-04-15,Usa,Florida,Wading,Minor lacerations to left foot,N,
2014-04-22,Usa,Florida,Swimming,Laceration & puncture wounds to right foot,N,
2014-04-24,Australia,Western Australia,Spearfishing,Minor injury,N,Reef Shark
2014-05-01,Usa,Florida,Surfing,Laceration to right hand and cuts on fingertips,N,
2014-05-04,South Africa,Western Cape Province,Diving,4-inch laceration to arm,N,Cow Shark
2014-05-06,Usa,South Carolina,Swimming,Lacerations to left foot,N,
2014-05-10,Usa,Florida,Diving,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",,No Shark
2014-05-11,Usa,Georgia,Surfing,Puncture wounds to right thigh,N,
2014-05-14,Ecuador,Santa Cruz Island,Surfing,Superficial injury to left calf,N,Galapagos Shark
2014-05-14,Australia,South Australia,Surfing,"No injury, but surfboard severely damaged",N,White Shark
2014-05-15,Usa,Florida,Body boarding,Calf bitten,N,
2014-05-22,Australia,New South Wales,Teasing a shark,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,Nurse Shark
2014-05-23,France,Wallis And Futuna,Scuba diving,Lacerations to left thigh and hip,N,3M Shark
2014-05-24,Australia,Queensland,Fell into the water,Lacerations to legs,N,Bull Shark
2014-06-01,Usa,Palmyra Atoll,Tagging sharks,Laceration to left hand,N,Reef Shark
2014-06-01,Australia,New South Wales,Surfing,Lacerations & puncture wounds to ankle and foot,N,
2014-06-01,Usa,Florida,Swimming,Laceration to right lower leg,N,Bull Shark
2014-06-07,Usa,Texas,Kneeling in the water,Shallow lacerations & puncture wounds below shoulder,N,
2014-06-08,Japan,Atsumi Peninsula,Surfing,Left arm bitten,N,
2014-06-09,Brazil,,Fishing,Severe injury to arm,N,
2014-06-09,Australia,South Australia,Body boarding,Minor injury to torso,N,Whaler Shark
2014-06-09,Usa,Delaware,Standing,"Abrasion to right hand, lacerations to left forearm",N,Sandbar Shark
2014-06-17,Australia,Western Australia,Petting a shark,Lacerations to right hand by captive shark PROVOKED INCIDENT,N,Lemon Shark
2014-06-18,Australia,South Australia,Body boarding,Lacerations to knee,N,
2014-06-18,Australia,South Australia,Surfing,"No injury, surfboard 'attacked'",N,
2014-06-25,Bahamas,Abaco Islands,Spearfishing,No injury but shark took his pole spear,N,Reef Shark
2014-06-27,St. Martin,,Transatlantic Rowing,His boat was holed by a shark,N,Whitetip Shark
2014-07-12,Usa,North Carolina,Body surfing,Lacerations to hand and wrist,N,
2014-07-13,Bahamas,West End,Shark diving,"Missing after a dive, shark involvement considered probable, but not confirmed",,
2014-07-14,Usa,Florida,Swimming,Puncture wounds to foot,N,
2014-07-16,Usa,Hawaii,Swimming,Lacerations to left foot,N,
2014-07-20,Spain,Canary Islands,Wading,Minor injury,N,Angel Shark
2014-07-21,Usa,Florida,Standing,Lacerations to right knee,N,
2014-07-22,Reunion,Saint-Leu,Surfing,Lacerations to right wrist & calf,N,Metre Shark
2014-07-27,Usa,North Carolina,Swimming,Left foot bitten,N,Tiger Shark
2014-08-01,South Africa,Western Cape Province,Surfing,Lower limbs & thigh bitten,N,White Shark
2014-08-02,Usa,Florida,Boogie boarding,Laceration to ankle,N,
2014-08-02,Usa,Florida,Surfing,Foot bitten,N,
2014-08-05,Usa,Florida,Swimming,Lacerations to  foot,N,
2014-08-06,Usa,South Carolina,Boogie boarding,Lacerations to right leg & foot,N,
2014-08-08,Usa,Louisiana,Swimming,Minor lacerations to left heel and big toe,N,Bull Shark
2014-08-09,Usa,Florida,Swimming,Puncture wounds to right foot & ankle,N,
2014-08-09,Bahamas,,Spearfishing,Puncture wounds to right foot and ankle,N,Bull Shark
2014-08-10,Usa,Florida,,Puncture wounds & lacerations to foot,N,
2014-08-12,Usa,Florida,Standing,Puncture wounds and lacerations to left thigh and knee,N,Bull Shark
2014-08-16,Australia,Western Australia,Spearfishing,Lacerations to face and neck,N,Reef Shark
2014-08-24,Usa,North Carolina,Kite boarding,Laceration to left foot,N,
2014-08-25,Usa,Florida,Fishing for sharks,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,Bull Shark
2014-08-27,Usa,South Carolina,Standing,Heel bitten,N,
2014-08-27,Usa,North Carolina,Surfing,Laceration to left hand,N,
2014-08-27,Spain,Alicante,Swimming,Minor lacerations to posterior lower leg,N,Small Shark
2014-08-28,Usa,Maryland,Fishing,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,
2014-08-29,Usa,Florida,Surfing,Lacerations to shin,N,Spinner Shark
2014-08-31,Usa,Florida,Body surfing,Injury to left calf,N,Spinner Shark
2014-09-02,Usa,Florida,Fishing,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,
2014-09-03,Usa,Massachusetts,Kayaking ,"No injury, shark bit kayak",N,White Shark
2014-09-06,Usa,Alabama,Fishing ,Leg bitten,N,Bull Shark
2014-09-09,Australia,New South Wales,Swimming,FATAL,Y,
2014-09-12,French Polynesia,Moorea,Feeding fish,Thumb & finger nipped,N,Blacktip Shark
2014-09-13,Usa,California,Surfing,"A hoax, no shark involvement",,No Shark
2014-09-21,Usa,Florida,Surfing,Minor injury to left foot,N,
2014-10-02,Australia,Western Australia,Surfing,"Left arm & right hand severed, lacerations to both legs",N,White Shark
2014-10-02,Usa,California,Surfing,Lacerations to knee,N,
2014-10-03,Usa,California,Kayaking ,"No injury to occupant, shark/s holded  kayak",N,White Shark
2014-10-03,Usa,California,Kayaking,"No injury to occupant, shark/s holded  kayak",N,White Shark
2014-10-05,Usa,Florida,Surfing,Foot bitten,N,Blacktip Shark
2014-10-05,Usa,Florida,Surfing,Foot bitten,N,Blacktip Shark
2014-10-07,Usa,Florida,Fishing,Thigh bitten,N,
2014-10-11,Australia,Western Australia,Kayaking,"Kayak deflated, no injury to occupants",N,
2014-10-12,Usa,Florida,Body surfing or Boogie boarding,Laceration to right hand/wrist,N,
2014-10-14,Usa,South Carolina,Standing in inner tube,Lacerations to left foot,N,Bull Shark
2014-10-17,Australia,New South Wales,Surfing,"Lacerations to left calf & ankle, puncture wounds to left foot",N,
2014-10-18,Usa,Hawaii,Surfing,"No injury, surfboard bitten",N,
2014-10-19,Usa,California,Canoeing,"No injury to occupant, canoe bitten",N,
2014-10-20,Usa,Hawaii,Stand-Up Paddleboarding,"No injury, paddleboard bitten",N,
2014-10-22,Usa,Hawaii,Stand-Up Paddleboarding,"No injury, paddleboard bitten",N,Tiger Shark
2014-10-29,Australia,New South Wales,Surfing,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,
2014-10-31,Usa,Hawaii,Surfing,Lacerations to fingers,N,Tiger Shark
2014-11-08,Usa,Florida,Surfing,Minor injuries to hand & arm ,N,
2014-11-10,Australia,New South Wales,Surfing,Minor injury to lower leg and foot,N,
2014-11-13,Usa,Hawaii,Snorkeling,Laceration to left upper leg,N,
2014-11-16,Usa,Florida,Surfing,Laceration to left hand,N,
2014-11-17,Usa,California,,"Shark bumped boat, no injury to occupants",N,White Shark
2014-11-19,Australia,Western Australia,Fishing,"Shark chasing fish bumped boat, no injury to occupants",N,White Shark
2014-11-20,Mauritius,Cargados Carajos Shoals (St. Brandon),Fishing,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,
2014-11-29,Australia,Western Australia,Surfing,Minor injuries to right leg,N,
2014-12-03,Spain,Granada,Fishing for blue sharks,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N,
2014-12-15,Australia,Queensland,Spearfishing,FATAL,Y,Tiger Shark
2014-12-23,Japan,,Diving / Filming,"No injury, shark snagged its teeth in diver's suit",N,Goblin Shark
2014-12-28,Australia,Victoria,Fishing,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,
2014-12-28,Usa,California,Surfing,Injury to hip/leg,N,White Shark
2014-12-28,South Africa,Kwazulu-Natal,Swimming,Minor cuts on feet,,
2014-12-29,Australia,Western Australia,Spearfishing,FATAL,Y,White Shark
2014-12-29,Australia,New South Wales,Surfing,Lacerations to both feet,N,
2015-01-01,Usa,Florida,,Leg bitten,N,Small Shark
2015-01-03,South Africa,Eastern Cape Province,Surfing,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,Raggedtooth Shark
2015-01-06,Bahamas,Abaco Islands,Snorkeling,Severe bite to right flank,N,White Shark
2015-01-08,Usa,Florida,Swimming after falling overboard,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",,No Shark
2015-01-16,Australia,New South Wales,Filming,Bitten on hand & wrist,N,
2015-01-17,Australia,New South Wales,Fishing,"Shark bumped boat, no injury to occupants",N,
2015-01-19,Australia,New South Wales,Surfing & filming dolphins,Board snapped in two,,
2015-01-19,Usa,Florida,Fishing,No injury but shark bit trolling motor & rammed boat,N,White Shark
2015-01-23,South Africa,Eastern Cape Province,Floating,Foot bitten,N,
2015-01-24,Australia,New South Wales,Surfing,"No injury, surfboard dented",N,
2015-01-27,Usa,Hawaii,Shark fishing,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,
2015-01-30,Australia,Queensland,Rowing,"No injury, shark's teeth scratched hull",N,Bull Shark
2015-02-05,Australia,New South Wales,Bodysurfing,5 minor puncture wounds to lower left leg,N,
2015-02-08,Australia,New South Wales,Surfing,Laceration & puncture wounds to right flank & hip,N,
2015-02-09,Australia,New South Wales,Surfing,FATAL,Y,
2015-02-14,Reunion,D��Tang-Sal�,Swimming,FATAL,Y,Tiger Shark
2015-02-15,Atlantic Ocean,,Transatlantic Rowing,"No injury, shark bit rudder",N,White Shark
2015-03-07,French Polynesia,Central Tuamotu,Sitting in the water,Thigh bitten,N,Reef Shark
2015-03-10,Mexico,Sinaloa,Fishing,Right hand bitten by hooked shark PROVOKED INCIDENT,N,
2015-03-11,Australia,New South Wales,Fishing,Bruised in falling overboard as shark bumped boat,N,
2015-03-16,French Polynesia,Bora Bora,Hand feeding sharks,Hand bitten,N,Blacktip Shark
2015-03-18,Usa,Hawaii,Standing / Snorkeling,Lacerations to left forearm. Lacerations to left hand and thigh,N,Tiger Shark
2015-03-21,Egypt,,Swimming,FATAL,Y,Mako Shark
2015-03-26,South Africa,Eastern Cape Province,Kayak Fishing,No injury but kayak bitten,N,White Shark
2015-03-29,Italy,Sardinia,Diving,"FATAL, but shark involvement prior to death unconfirmed",,
2015-03-31,Brazil,Pernambuco,Surfing,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,,No Shark
2015-04-03,Usa,Florida,Spearfishing,Injuries to head & torso,N,Bull Shark
2015-04-11,Australia,New South Wales,Paddle boarding,Ankle injured,N,
2015-04-12,Reunion,Saint-Gilles-Les-Bains,Surfing,FATAL,Y,Bull Shark
2015-04-13,Usa,Florida,Photographing the shark,Lacerations to shoulder and left bicep,N,Blue Shark
2015-04-25,Australia,South Australia,Surfing,Leg severed at mid-thigh,N,White Shark
2015-04-26,Usa,Florida,Wading,Lacerations to left calf,N,Foot Shark
2015-04-29,Usa,Hawaii,Snorkeling,FATAL,Y,
2015-05-02,South Africa,Eastern Cape Province,Diving,"Injuries to leg, left arm & both hands",N,White Shark
2015-05-03,Australia,New South Wales,Surfing,Injuries to left arm & right hand,N,White Shark
2015-05-07,Usa,Florida,Swimming,"Lacerations to lower left leg, ankle & foot",N,
2015-05-09,New Caledonia,,Snorkeling,FATAL,Y,Bull Shark
2015-05-15,Usa,South Carolina,,Laceration to foot ,N,
2015-05-24,Usa,Florida,Swimming,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon",N,
2015-05-25,French Polynesia,Rangiroa,Spearfishing,Lacerations to right forearm,N,
2015-05-29,Usa,Florida,Wading,Minor lacerations to dorsum of right foot,N,
2015-05-29,Usa,Florida,Standing,Left foot bitten,N,
2015-06-01,Reunion,Le Port,Surfing,Left forearm bitten,N,Bull Shark
2015-06-05,Usa,Florida,Attempting to rescue a shark,Puncture wound to finger,N,Nurse Shark
2015-06-07,Usa,Florida,Playing,Lacerations to right calf,N,Bull Shark
2015-06-11,Usa,North Carolina,Boogie boarding,Minor lacerations to foot,N,
2015-06-13,Usa,California,,Severe laceration to leg,N,Mako Shark
2015-06-14,Usa,North Carolina,Wading,Left arm amputated at elbow & severe injury to leg,N,Bull Shark
2015-06-14,Usa,North Carolina,Wading,Arm amputated below shoulder,N,Bull Shark
2015-06-17,Usa,Florida,Swimming,Minor injury to calf ,N,
2015-06-19,Puerto Rico,,Spearfishing,Injury to hand,N,
2015-06-23,Usa,South Carolina,Standing,Minor injury to calf ,N,Small Shark
2015-06-24,Usa,North Carolina,Swimming,Minor injury to foot,N,Sandtiger Shark
2015-06-24,Australia,New South Wales,Surf skiing ,"No injury, knocked off ski",N,White Shark
2015-06-24,Australia,Western Australia,Surfing,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,White Shark
2015-06-25,Usa,North Carolina,Body surfing?,Multiple lacerations to back,N,
2015-06-25,Australia,Western Australia,Swimming,Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT,N,Wobbegong Shark
2015-06-26,Usa,South Carolina,Standing,Puncture wounds to foot,N,
2015-06-26,South Africa,Western Cape Province,Surfing,Multiple lacerations to torso & leg,N,White Shark
2015-06-26,Usa,Florida,Swimming,Minor lacerations to leg,,
2015-06-27,South Africa,Western Cape Province,Body Boarding,"Right leg severed, multiple lacerations to left leg",N,White Shark
2015-06-27,Usa,North Carolina,Swimming,"Injuries to right calf, buttock and both hands",N,Bull Shark
2015-06-30,Usa,South Carolina,Playing in the water,Shallow lacerations & puncture to lateral left leg,N,
2015-06-30,Australia,New South Wales,Surfing,Hand bitten,N,
2015-07-01,Usa,North Carolina,Swimming,"Injuries to torso, hip, lower leg & hands",N,
2015-07-02,Australia,New South Wales,Body boarding ,Significant injuries to lower legs,N,White Shark
2015-07-03,Australia,New South Wales,Surfing,"No injury, shark bit surfboard",N,White Shark
2015-07-04,Bahamas,Grand Bahama Island,Spearfishing,Lacerations to lower leg & ankle,N,
2015-07-04,Usa,North Carolina,,Lacerations to right hand & forearm,N,
2015-07-06,French Polynesia,Bora Bora,Swimming,Parallel lacerations to torso inconsistent with shark bite,,No Shark
2015-07-08,Usa,California,Treading water,Laceration to back,,
2015-07-10,Usa,California,Surfing,"No injury, shark bumped & damaged board",N,White Shark
2015-07-19,South Africa,Eastern Cape Province,Surfing,No injury,N,White Shark
2015-07-22,Reunion,,Surfing,Arm bitten,N,Bull Shark
2015-07-23,Australia,Victoria,Surfing,Left hand bitten,N,Whaler Shark
2015-07-23,Usa,California,Kayak Fishing,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,N,Mako Shark
2015-07-25,Australia,Tasmania,Scallop diving on hookah,FATAL,Y,White Shark
2015-07-26,Usa,South Carolina,Floating,"2' cut to dorsum of foot, 2 puncture wounds to sole",,But Shark
2015-07-26,Usa,Florida,Surfing,Minor injury to sole of foot,N,Spinner Shark
2015-07-27,Australia,Victoria,Surfing,Injury to hand,,
2015-07-28,Costa Rica,Guanacaste,Surfing,Minor inuries to toes,N,
2015-07-31,Australia,New South Wales,Surfing,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,White Shark
2015-08-10,Usa,California,Spearfishing,Right hand bitten  PROVOKED INCIDENT,N,Hammerhead Shark
2015-08-18,Spain,Alicante,Swimming,Minor injury when he attempted to touch a fish. ,,
2015-08-18,Usa,California,Kayak Fishing,"No injury, kayak bitten",N,White Shark
2015-08-19,Usa,Florida,Walking,Lacerations to right leg,N,
2015-08-20,Usa,South Carolina,Surfing,"Injuries to left calf, arm and hand",N,
2015-08-22,Australia,New South Wales,Surfing,Severe laceration to left buttock & thigh,N,
2015-08-29,Usa,California,Surfing,"No injury, shark struk sufer's leg and his board",N,White Shark
